ID (ignore_column),Source,Reference,Translation,Error1_Type,Error1_Severity,Error2_Type,Error2_Severity,Error3_Type,Error3_Severity,Error4_Type,Error4_Severity,Error5_Type,Error5_Severity,Computed_scores,Human_scores,Full_scores,model,
0.09346626429,"If they sent things by air freight, on some routes it may have taken days to get through unloading and customs.","അവർ വിമാന ഫ്രൈറ്റ് വഴി സാധനങ്ങൾ അയച്ചാൽ, ചില റൂട്ടുകളിൽ അൺലോഡിംഗ്, കസ്റ്റംസ് എന്നിവയിലൂടെ കടന്നുപോകാൻ ദിവസങ്ങളെടുത്തേക്കാം.","അവർ വിമാന ചരക്ക് വഴി കാര്യങ്ങൾഅയച്ചിരുന്നുവെങ്കിൽ, ചില റൂട്ടുകളിൽ അൺലോഡിംഗ്, കസ്റ്റംസ് എന്നിവയിലൂടെ കടന്നുപോകാൻ ദിവസങ്ങളെടുത്തേക്കാം.",Terminology_Inappropriate,High,Accuracy_Mistranslation,High,Default,Default,Default,Default,Default,Default,17,18,17,google_api,
0.09400413958,"The final match of the series will take place at Ellis Park in Johannesburg next week, when the Springboks play Australia.","സ്പ്രിംഗ്ബോക്സ് ഓസ്ട്രേലിയയിൽ മാറ്റുരയ്ക്കുന്ന, ഈ ശ്രേണിയിലെ അന്തിമ മത്സരം അടുത്താഴ്ച ജോഹന്നസ്ബെർഗിലെ എലിസ് പാർക്കിൽ നടക്കും.",അടുത്ത ആഴ് ച ജോഹാനസ്ബർഗിലെ എല്ലിസ് പാർക്കിൽ നടക്കാനിരിക്കുന്ന പരമ്പരയിലെ അവസാന മത്സരം ഓസ്ട്രേലിയയിൽ സ്പ്രിംഗ്ബോക്സ് കളിക്കുമ്പോൾ നടക്കും.,Fluency_Grammar,High,Default,Default,Default,Default,Default,Default,Default,Default,21,16,21,mT5,
0.09401729782,Congress began funding the obscenity initiative in fiscal 2005 and specified that the FBI must devote 10 agents to adult pornography.,2005 സാമ്പത്തിക വർഷത്തിൽ ഒബ്‌സീനിറ്റി  ഇനീഷ്യവേറ്റിവിന് കോൺഗ്രസ്സ് ധനസഹായം നൽകാൻ തുടങ്ങുകയും അഡൽറ്റ് അശ്ലീല സാഹിത്യ കേസുകൾക്കായി എഫ്ബിഐ 10 ഏജൻറ്റുമാരെ നീക്കിവയ്ക്കണമെന്ന് നിർദ്ദേശിക്കുകയും ചെയ്തു.,കോൺഗ്രസ് സാമ്പത്തിക 2005 ൽ അശ്ലീലസംരംഭം ധനസഹായം തുടങ്ങി എഫ്ബിഐ മുതിർന്നവരുടെ അശ്ലീലം 10 ഏജന്റുമാർ നീക്കിവെക്കണം എന്ന് വ്യക്തമാക്കി.,Non-translation,High,Default,Default,Default,Default,Default,Default,Default,Default,-75,0,-75,bing_api,
0.09427225077,"They include the Netherlands, with Anna Jochemsen finishing ninth in the women's standing class in the Super-G yesterday, and Finland with Katja Saarinen finishing tenth in the same event.",ഇന്നലെ സൂപ്പർ-ജിയിൽ വനിതകളുടെ സ്റ്റാൻഡിംഗ് ക്ലാസിൽ അന്ന ജോക്കെംസെനിലൂടെ നെതർലാൻഡ്‌സ് ഒമ്പതാം സ്ഥാനവും അതേ ഇനത്തിൽ കട്ജ സാരിനെനിലൂടെ ഫിൻലാൻഡ് പത്താം സ്ഥാനവും നേടിയത് അവയിൽ ഉൾപ്പെടുന്നു.,ഇന്നലെ സൂപ്പർ-ജിയിൽ വനിതാ സ്റ്റാൻഡിംഗ് ക്ലാസിൽ അന്ന ജോകെംസൺ ഒൻപതാം സ്ഥാനത്തും ഫിൻലൻഡ് കട്ജ സാരിനെൻ അതേ മത്സരത്തിൽ പത്താം സ്ഥാനത്തും ഫിനിഷ് ചെയ്തു.,Accuracy_Omission,High,Default,Default,Default,Default,Default,Default,Default,Default,21,18,21,IndicTrans_Samanantar,
0.09477514947,Its status declined during the twelfth century mainly due to the fact that Crusaders had returned bearing gifts such as silks and spices that were valued more than what Byzantine markets offered.,കുരിശുയുദ്ധക്കാർ ബൈസന്റൈൻ വിപണികൾ വാഗ്ദാനം ചെയ്തതിനേക്കാൾ കൂടുതൽ വിലമതിപ്പുണ്ടായിരുന്ന സിൽക്കും സുഗന്ധവ്യഞ്ജനങ്ങളും പോലുള്ള സമ്മാനങ്ങൾ മടക്കിനൽകിയതാണ് പ്രധാനമായും പന്ത്രണ്ടാം നൂറ്റാണ്ടിൽ ഇതിന്റെ മതിപ്പ് കുറയാൻ ഇടയാക്കിയത്.,"12-ാം നൂറ്റാണ്ടില്‍ ക്രുസാഡര്‍മാര്‍ക്ക് നല്‍കിയ സമ്മാനങ്ങള്‍, മസാലകള്‍ തുടങ്ങിയ സമ്മാനങ്ങള്‍ നല്‍കിയതുകൊണ്ടാണ് ഇതിന്‍റെ സ്ഥാനം കുറഞ്ഞത്.",Fluency_Spelling,Low,Accuracy_Omission,Medium,Accuracy_Omission,High,Accuracy_Mistranslation,High,Default,Default,14,11,14,cvit_iiith,
0.09523541982,"Around the old Medina it's easy to find places selling traditional Moroccan goods, such as tagines, pottery, leather goods, hookahs, and a whole spectrum of geegaws, but it's all for the tourists.","പഴയ മദീനയ്ക്ക് ചുറ്റും മോറോക്കാൻ ഭക്ഷണപാത്രങ്ങൾ, മൺപാത്രങ്ങൾ, തുകൽ ഉൽപ്പന്നങ്ങൾ, ഹുക്കകൾ, കളിപ്പാട്ടങ്ങൾ എന്നിവ പോലുള്ള പരമ്പരാഗത മൊറോക്കൻ സാധനങ്ങൾ വിൽക്കുന്ന സ്ഥലങ്ങൾ കണ്ടെത്തുന്നത് എളുപ്പമാണ്, പക്ഷേ ഇതെല്ലാം വിനോദസഞ്ചാരികൾക്ക് വേണ്ടിയുള്ളതാണ്.","പഴയ മദീനയ്ക്ക് ചുറ്റും ടാഗിനുകൾ, മൺപാത്രങ്ങൾ, തുകൽ വസ്തുക്കൾ, ഹുക്കാകൾ തുടങ്ങി പരമ്പരാഗത മൊറോക്കൻ ചരക്കുകൾ വിൽക്കുന്ന സ്ഥലങ്ങൾ എളുപ്പമാണ്, പക്ഷേ അതെല്ലാം വിനോദസഞ്ചാരികൾക്കുള്ളതാണ്.",Accuracy_Omission,High,Default,Default,Default,Default,Default,Default,Default,Default,21,18,21,IndicTrans_Samanantar,
0.09529444731,"In remote locations, without cell phone coverage, a satellite phone may be your only option.","വിദൂര സ്ഥലങ്ങളിൽ സെൽ ഫോൺ കവറേജ് ഇല്ലാത്തിടത്ത്, ഒരു സാറ്റലൈറ്റ് ഫോൺ നിങ്ങളുടെ ഏക തിരഞ്ഞെടുക്കല്‍ ആയിരിക്കാം.","ദൂരെയുള്ള സ്ഥലങ്ങളില്‍, സെല്‍ഫോണ്‍ കവറേജ് ഇല്ലാതെ, ഒരു ഉപഗ്രഹ ഫോണ്‍ നിങ്ങളുടെ ഒരേയൊരു ഉപകരണമാണ്.",Accuracy_Mistranslation,Low,Style_Awkward,Medium,Default,Default,Default,Default,Default,Default,22,19,22,cvit_iiith,
0.09571731526,"Most of the smaller islands are independent nations, or associated with France, and known as luxury beach resorts.","ചെറിയ ദ്വീപുകളിൽ ഭൂരിഭാഗവും സ്വതന്ത്ര രാജ്യങ്ങളാണ്, അല്ലെങ്കിൽ ഫ്രാൻസുമായി ബന്ധപ്പെട്ടിരിക്കുന്നു, ആഡംബര ബീച്ച് റിസോർട്ടുകൾ എന്നറിയപ്പെടുന്നു.","ചെറിയ ദ്വീപുകളിൽ ഭൂരിഭാഗവും സ്വതന്ത്ര രാജ്യങ്ങളാണ്, അല്ലെങ്കിൽ ഫ്രാൻസുമായി ബന്ധപ്പെട്ടവയാണ്, ആഡംബര ബീച്ച് റിസോർട്ടുകൾ എന്നറിയപ്പെടുന്നു.",Fluency_Grammar,Low,Default,Default,Default,Default,Default,Default,Default,Default,24,20,24,bing_api,
0.09576346187,"Nothing can be seen other than the clear, beautiful sky above and the many surrounding mountains. Very little of this world can be seen or heard from inside the cave.",തെളിഞ്ഞതും മനോഹരവുമായ ആകാശവും ചുറ്റുമുള്ള ഒട്ടനവധി പർവതങ്ങളുമല്ലാതെ മറ്റൊന്നും കാണാനാകില്ല. ഗുഹയുടെ അകത്തുനിന്ന് ഈ ലോകത്തിന്റെ വളരെ കുറച്ച് ഭാഗം മാത്രമേ കാണാനോ കേൾക്കാനോ സാധിക്കുകയുള്ളൂ.,"മുകളിലെ തെളിഞ്ഞ, മനോഹരമായ ആകാശവും ചുറ്റുമുള്ള നിരവധി പർവതങ്ങളും അല്ലാതെ മറ്റൊന്നും കാണാൻ കഴിയില്ല. ഈ ലോകത്തിൽ വളരെ കുറച്ച് മാത്രമേ ഗുഹയ്ക്കുള്ളിൽ നിന്ന് കാണാനോ കേൾക്കാനോ കഴിയൂ.",Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,25,25,25,bing_api,
0.09604079288,"Some people thought he was right but many people believed the opposite; that the Solar System moved around the Earth, including the Sun (and even the other stars).",സൂര്യൻ (മറ്റ് നക്ഷത്രങ്ങളും) ഉൾപ്പെടുന്ന സൗരയൂഥം ഭൂമിയെ ചുറ്റുന്നതായുള്ള അദ്ദേഹത്തിന്റെ വാദം ശരിയാണെന്ന് ചിലർ കരുതിയപ്പോൾ പലരും അങ്ങനെയല്ലെന്ന് വിശ്വസിച്ചു.,കുറച്ച് ആളുകള്‍ വിചാരിച്ചു അവന്‍ ശരിയാണെന്ന്.എന്നാല്‍ പലര്‍ക്കും വിപരീതമായ വിശ്വാസംഉണ്ടായിരുന്നു. സൂര്യന്‍ ഉള്‍പ്പെടെയുള്ള സൗരോര്‍ജ്ജ സംവിധാനംഭൂമിയുടെ ചുറ്റും നീങ്ങി എന്നാണ്.,Style_Awkward,High,Style_Awkward,Medium,Accuracy_Mistranslation,High,Default,Default,Default,Default,15,13,15,cvit_iiith,
0.09609670163,"Searches at security checkpoints have also become far more intrusive in the post-September 11, 2001 era.","സെക്യൂരിറ്റി ചെക്ക് പോയിന്റുകളിലെ തിരച്ചിലുകളും,സെപ്തംബർ 11, 2001 കാലത്തിനു ശേഷം വളരെയേറെ കർക്കശമാക്കി.",2001 സെപ്തംബര്‍ 11ന് ശേഷം സുരക്ഷാ പരിശോധനകള്‍ കൂടുതല്‍ സംഘര്‍ഷകരായി.,Accuracy_Mistranslation,Medium,Accuracy_Mistranslation,High,Accuracy_Omission,Medium,Default,Default,Default,Default,17,10,17,cvit_iiith,
0.09650262281,"The final score was a one-point victory, 21 to 20, ending the All Blacks' 15 game winning streak.","ഓൾ ബ്ലാക്ക്‌സിന്റെ 15 കളികൾ നീണ്ടുനിന്ന വിജയ സ്ട്രീക്ക് അവസാനിപ്പിച്ച, 21-20 എന്ന ഒരു പോയിന്റ് വിജയമായിരുന്നു അവസാന സ്കോർ.","അവസാന സ്കോർ ഒരു പോയിന്റ് വിജയം ആയിരുന്നു, 21 മുതൽ 20 വരെ,All Blacks '15 ഗെയിംവിജയപരമ്പര അവസാനിച്ചു.",Accuracy_Mistranslation,High,Accuracy_Untranslated_text,Medium,Style_Awkward,Medium,Default,Default,Default,Default,17,16,17,bing_api,
0.09669028149,"If you visit the Arctic or Antarctic areas in the winter you will experience the polar night, which means that the sun doesn't rise above the horizon.","ശൈത്യകാലത്ത് നിങ്ങൾ ആർട്ടിക് അല്ലെങ്കിൽ അന്റാർട്ടിക്ക് പ്രദേശങ്ങൾ സന്ദർശിക്കുകയാണെങ്കിൽ ധ്രുവ രാത്രി അനുഭവിച്ചറിയാം, അതായത് ചക്രവാളത്തിൽ സൂര്യൻ ഉദിക്കുന്നില്ല എന്നർത്ഥം.","ശൈത്യകാലത്ത് നിങ്ങള്‍ ആര്‍ട്ടിക് അല്ലെങ്കില്‍ അന്റാര്‍ട്ടിക് പ്രദേശങ്ങള്‍ സന്ദര്‍ശിക്കുകയാണെങ്കില്‍, നിങ്ങള്‍ക്ക് ധ്രുവരാത്രി അനുഭവിക്കും, അതായത് സൂര്യന്‍क्षितിയില്‍ നിന്ന് ഉയര്‍ന്നില്ലഎന്നാണ് അര്‍ത്ഥം.",Fluency_Character_encoding,High,Fluency_Grammar,High,Fluency_Grammar,High,Default,Default,Default,Default,13,15,13,cvit_iiith,
0.09695218773,Authorities speculate that this indicates that containers holding uranium fuel at the site may have ruptured and are leaking.,സൈറ്റിൽ യുറേനിയം ഇന്ധനം സൂക്ഷിച്ചിരുന്ന കണ്ടെയ്‌നറുകൾ വിണ്ടുകീറി ചോരുന്നതായി ഇത് സൂചിപ്പിക്കുന്നുവെന്ന് അധികൃതർ അനുമാനിക്കുന്നു.,സൈറ്റിൽ യുറേനിയം ഇന്ധനം കൈവശം വച്ചിരിക്കുന്നകണ്ടെയ്നറുകൾ വിണ്ടുകീറി ചോർന്നതായിരിക്കുമെന്ന് ഇത് സൂചിപ്പിക്കുന്നുവെന്ന് അധികൃതർ അനുമാനിക്കുന്നു.,Accuracy_Mistranslation,High,Default,Default,Default,Default,Default,Default,Default,Default,21,21,21,google_api,
0.09710156961,"Crown Office, which is in overall charge of prosecutions, has indicated to journalists that no further comment will be made at least until indictment.",പ്രോസിക്യൂഷന്റെ പൂർണ്ണ ചുമതലയുള്ള ക്രൗൺ ഓഫീസ് മാധ്യമപ്രവർത്തകരോട് വ്യക്തമാക്കിയത് കുറ്റപത്രം സമർപ്പിക്കുന്നത് വരെ ഒരു അഭിപ്രായ പ്രകടനവും നടത്തില്ലെന്നാണ്.,കുറ്റപത്രം സമർപ്പിക്കുന്നതുവരെ കൂടുതൽ പ്രതികരണങ്ങൾ ഉണ്ടാകില്ലെന്ന് പ്രോസിക്യൂഷന്റെ മൊത്തത്തിലുള്ള ചുമതല വഹിക്കുന്ന ക്രൌൺ ഓഫീസ് മാധ്യമപ്രവർത്തകരോട് സൂചിപ്പിച്ചു.,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,25,25,25,IndicTrans_Samanantar,
0.09712937721,"Most deaths happen as result of fatigue trying to swim back against the current, which may be impossible.","അസാധ്യമായേക്കാവുന്ന, തിരമാലകൾക്ക് എതിരായ നീന്തലിന് ശ്രമിക്കുമ്പോഴുള്ള തളർച്ചയിലാണ് മിക്ക മരണങ്ങളും സംഭവിക്കുന്നത്.",ഇത് അസാധ്യമായിരുന്നേക്കാം.,Accuracy_Omission,Very High,Default,Default,Default,Default,Default,Default,Default,Default,20,5,20,mT5,
0.09736430937,Vatican City's population is around 800. It is the smallest independent country in the world and the country with the lowest population.,വത്തിക്കാൻ സിറ്റിയിലെ ജനസംഖ്യ ഏകദേശം 800 ആണ്.ഇതാണ് ലോകത്തിലെ ഏറ്റവും ചെറിയ സ്വതന്ത്ര രാജ്യവും ഒപ്പം ജനസംഖ്യ ഏറ്റവും കുറഞ്ഞ രാജ്യവും.,വത്തിക്കാൻ നഗരത്തിലെ ജനസംഖ്യ ഏകദേശം 800 ആണ്. ലോകത്തിലെ ഏറ്റവും ചെറിയ സ്വതന്ത്ര രാജ്യവും ഏറ്റവും കുറഞ്ഞ ജനസംഖ്യയുള്ള രാജ്യവുമാണ് ഇത്.,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,25,25,25,bing_api,
0.09790060564,Hydrogen ions are protons that had their electrons stripped off them (since Hydrogen atoms consist of one proton and one electron).,ഹൈഡ്രജൻ അയോണുകൾ അവയുടെ ഇലക്ട്രോണുകൾ നീക്കം ചെയ്ത പ്രോട്ടോണുകളാണ് (ഹൈഡ്രജൻ ആറ്റങ്ങളിൽ 1 പ്രോട്ടോണും 1 ഇലക്ട്രോണും അടങ്ങിയിരിക്കുന്നതിനാൽ).,"ഹൈഡ്രജൻ അയോണുകൾ പ്രോട്ടോണുകളാണ്, അവയുടെ ഇലക്ട്രോണുകൾ അവ നീക്കം ചെയ്തു(ഹൈഡ്രജൻ ആറ്റങ്ങളിൽ ഒരു പ്രോട്ടോണും ഒരു ഇലക്ട്രോണും അടങ്ങിയിരിക്കുന്നതിനാൽ).",Fluency_Grammar,Medium,Default,Default,Default,Default,Default,Default,Default,Default,23,18,23,google_api,
0.09938813032,"It may also be beneficial for one to buy a Wild Card, which provides entry to either selections of parks in South Africa or all of the South African National Parks.",ദക്ഷിണാഫ്രിക്കയിലെ ചില പാർക്കുകളിലേക്കോ അല്ലെങ്കിൽ എല്ലാ ദക്ഷിണാഫ്രിക്കൻ ദേശീയ പാർക്കുകളിലേക്കും പ്രവേശനം നൽകുന്ന വൈൽഡ് കാർഡ് വാങ്ങുന്നത് ഒരാൾക്ക് പ്രയോജനകരമായിരിക്കും.,തെക്കന്‍ ആഫ്രിക്കയിലെ പാര്‍ക്കുകള്‍ തെക്കന്‍ ആഫ്രിക്കയിലെ ദേശീയോദ്യാനങ്ങള്‍ തെക്കന്‍ ആഫ്രിക്കയിലെ പാര്‍ക്കുകള്‍ തെക്കന്‍ ആഫ്രിക്കയിലെ പാര്‍ക്കുകള്‍ തെക്കന്‍ ആഫ്രിക്കന്‍ ദേശീയോദ്യാനങ്ങള്‍ക്ക് പ്രവേശനം നല്‍കുന്ന ഒരു വന്യ കാര്‍ഡ് വാങ്ങുന്നതിനും ഇത് ഗുണകരമാകും.,Non-translation,High,Default,Default,Default,Default,Default,Default,Default,Default,-75,0,-75,cvit_iiith,
0.1006312333,Research in AI involves making machines to automate tasks that require intelligent behavior.,ബുദ്ധിപരമായ പെരുമാറ്റം വേണ്ടിവരുന്ന ചുമതലകൾ യാന്ത്രികം ആക്കുന്നതിനുള്ള യന്ത്രങ്ങൾ നിർമ്മിക്കുന്നത് എഐ ഗവേഷണത്തിൽ ഉൾപ്പെടുന്നു.,ബുദ്ധിപരമായ പെരുമാറ്റം ആവശ്യമുള്ള ജോലികൾ ഓട്ടോമേറ്റ് ചെയ്യുന്നതിന് യന്ത്രങ്ങൾ നിർമ്മിക്കുന്നത് എഐയിലെ ഗവേഷണത്തിൽ ഉൾപ്പെടുന്നു.,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,25,22,25,IndicTrans_Samanantar,
0.1011712643,Earlier the Chinese news agency Xinhua reported a plane to be hijacked.,നേരത്തെ ചൈനീസ് വാർത്താ ഏജൻസിയായ സിൻ‌ഹുവ ഒരു വിമാനം ഹൈജാക്ക് ചെയ്യപ്പെടുമെന്ന് റിപ്പോർട്ട് ചെയ്യുകയുണ്ടായി.,നേരത്തെ ചൈനീസ് വാർത്താ ഏജൻസിയായ സിൻഹുവ ഒരു വിമാനം ഹൈജാക്ക് ചെയ്തതായി റിപ്പോർട്ട് ചെയ്തിരുന്നു.,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,25,25,25,bing_api,
0.10135749,"Tommy Dreamer said ""Luna was the first Queen of Extreme. My first manager. Luna passed away on the night of two moons. Pretty unique just like her. Strong woman.""","ടോമി സ്വപ്നക്കാരന്‍ പറഞ്ഞു ""അതീവപ്രാധാന്യമുള്ള രാജ്ഞിയായിരുന്നു ലൂണ. എന്റെ ആദ്യ മാനേജർ. 2 ചന്ദ്രന്‍റെ രാത്രിയിൽ ലൂണ അന്തരിച്ചു. അവളെപ്പോലെ തന്നെ ആകര്‍ഷകമായ അതുല്യ. ശക്തയായ സ്ത്രീ.""","ടോമി ഡ്രീംപറഞ്ഞു: ""ലൂണ എക്സ്ട്രീം രാജ്ഞിയായിരുന്നു. എന്റെ ആദ്യത്തെ മാനേജർ. രണ്ട്ഉപഗ്രഹങ്ങളുടെരാത്രിയിൽ ലൂണ അന്തരിച്ചു. അവളെപ്പോലെ തന്നെ അതുല്യനാണ്. ശക്തയായ സ്ത്രീ.""",Fluency_Spelling,Medium,Accuracy_Mistranslation,High,Accuracy_Mistranslation,Medium,Default,Default,Default,Default,17,18,17,google_api,
0.1018987953,Saint Petersburg cruises include time in town. Cruise passengers are exempted from visa requirements (check the terms).,സെൻ്റ് പീറ്റേഴ്സ്ബർഗ് കപ്പൽ യാത്രകളിൽ നഗരത്തിൽ സമയം ചിലവാക്കുന്നതും ഉൾപ്പെടുന്നു. കപ്പൽയാത്രയിലെ യാത്രക്കാർക്ക് വിസ ആവശ്യകതകൾ ബാധകമല്ല (നിബന്ധനകൾ പരിശോധിക്കുക).,സെന്‍റ് പീറ്റര്‍സ്ബര്‍ഗ് ക്രൂയിസുകള്‍നഗരത്തില്‍ സമയംഉള്‍പ്പെടെയുള്ളവയാണ്. ക്രൂയിസ് യാത്രക്കാര്‍ക്ക് വിസ ആവശ്യങ്ങളില്‍ നിന്ന് (നിയമങ്ങള്‍ പരിശോധിക്കുക) ഒഴിവാക്കി.,Accuracy_Mistranslation,Medium,Fluency_Grammar,Medium,Default,Default,Default,Default,Default,Default,21,19,21,cvit_iiith,
0.102564533,"In remote locations, without cell phone coverage, a satellite phone may be your only option.","വിദൂര സ്ഥലങ്ങളിൽ സെൽ ഫോൺ കവറേജ് ഇല്ലാത്തിടത്ത്, ഒരു സാറ്റലൈറ്റ് ഫോൺ നിങ്ങളുടെ ഏക തിരഞ്ഞെടുക്കല്‍ ആയിരിക്കാം.","വിദൂര സ്ഥലങ്ങളിൽ, സെൽഫോൺ കവറേജ് ഇല്ലാതെ, ഒരു സാറ്റലൈറ്റ് ഫോണാണ് നിങ്ങളുടെ ഏക ഓപ്ഷൻ.",Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,25,25,25,IndicTrans_Samanantar,
0.102942231,Gothic style peaked in the period between the 10th - 11th centuries and the 14th century.,"ഗോഥിക് ശൈലി അതിന്റെ ഉത്തുംഗതയിൽ എത്തിയത് 10,11 നൂറ്റാണ്ടുകൾക്കിടയിലും കൂടാതെ 14-ാം നൂറ്റാണ്ടിലുമാണ്.",പത്താം നൂറ്റാണ്ടിനും പതിനാലാം നൂറ്റാണ്ടിനും ഇടയിൽ ഗോഥിക് ശൈലി ഏറ്റവും കൂടുതൽ പ്രചാരം നേടിയിരുന്നു.,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,25,25,25,mT5,
0.1043663698,Same goes for the military because instead of army rankings being based on class they were now based on cailaber.,ക്ലാസിനെ അടിസ്ഥാനമാക്കിയുള്ള സൈനിക റാങ്കിംഗിന് പകരം കാര്യശേഷിയെ ആണ് ഇപ്പോൾ അടിസ്ഥാനമാക്കിയുള്ളത് എന്നതിനാൽ അത് സൈന്യത്തിനും ബാധകമാണ്.,സൈനിക റാങ്കിംഗിന് പകരം ക്ലാസിനെ അടിസ്ഥാനമാക്കിയുള്ളതിനാലാണ് അവർ ഇപ്പോൾ സൈബർ അടിസ്ഥാനമാക്കിയുള്ളത്.,Non-translation,High,Default,Default,Default,Default,Default,Default,Default,Default,-75,0,-75,google_api,
0.1046068035,"Domestic goats were generally kept in herds that wandered on hills or other grazing areas, often tended by goatherds who were frequently children or adolescents, similar to the more widely known shepherd. These methods of herding are still used today.","കുന്നുകളിലോ മറ്റ് മേച്ചിൽ പ്രദേശങ്ങളിലോ അലഞ്ഞു തിരിയുന്ന കന്നുകാലി കൂട്ടങ്ങളായാണ് ആടുകളെ വളർത്തിയിരുന്നത്. ഇവയെ മിക്കപ്പോഴും മേയ്ച്ചിരുന്നത് കൂടുതൽ വ്യാപകമായി അറിയപ്പെടുന്ന ഇടയന് സമാനമായ, കുട്ടികളോ കൗമാരക്കാരോ ആയ, ആട്ടിടയർ ആയിരുന്നു. കന്നുകാലി വളർത്തലിലെ ഈ രീതികൾ ഇന്നും ഉപയോഗിക്കുന്നു.","വളർത്തു കന്നുകാലികളെ വളർത്തുന്ന കന്നുകാലികളിലാണ് വളർത്തുമൃഗങ്ങളെ വളർത്തുന്നത്, മിക്കപ്പോഴും അറിയപ്പെടുന്ന ഇടയനെപ്പോലെ പലപ്പോഴും കുട്ടികളോ ക o മാരക്കാരോ ആയ ആടുകളാണ് ഇവയെ വളർത്തുന്നത്. കന്നുകാലികളെ വളർത്തുന്ന ഈ രീതികൾ ഇന്നും ഉപയോഗിക്കുന്നു.",Non-translation,High,Default,Default,Default,Default,Default,Default,Default,Default,-75,0,-75,google_api,
0.1049241934,The great majority of Hong Kong Island's urban development is densely packed on reclaimed land along the northern shore.,ഹോങ്കോങ്ങ് ഐലന്റിലെ നഗരവികസനത്തിന്റെ ഭൂരിഭാഗവും വടക്കൻ തീരമുൾപ്പടെയുള്ള വീണ്ടെടുത്ത ഭൂമിയിൽ തിങ്ങിപ്പാർക്കുന്നതാണ്.,ഹോങ്കോംഗ് ദ്വീപിന്റെ നഗരവികസനത്തിന്റെ ഭൂരിഭാഗവും വടക്കൻ തീരത്തുള്ള വീണ്ടെടുക്കപ്പെട്ട ഭൂമിയിൽ സാന്ദ്രമാണ്.,Accuracy_Mistranslation,High,Default,Default,Default,Default,Default,Default,Default,Default,21,20,21,google_api,
0.1050540802,"The Chaco region was home to other groups of indigenous tribes such as the Guaycurú and Payaguá, who survived by hunting, gathering and fishing.","ഗ്വായ് കുറു, പയാഗ്വ പോലുള്ള തദ്ദേശീയരായ ഇതര ഗോത്ര സംഘങ്ങളുടെ നാട് ആയിരുന്നു ചാകോ മേഖല, വേട്ടയാടൽ, ഒത്തുചേരൽ, മീൻപിടുത്തം എന്നിവ ആയിരുന്നു അവരുടെ അതിജീവന ഉപാധികൾ.","വേട്ടയാടൽ, മീൻപിടുത്തം, ശേഖരിക്കൽ എന്നിവയിലൂടെ അതിജീവിച്ച ഗ്വായ്കുർമെർക്കെർ, പയഗുവെലെമെർ തുടങ്ങിയ തദ്ദേശീയ ഗോത്രവിഭാഗങ്ങളുടെ വാസസ്ഥലമായിരുന്നു ചാക്കോ പ്രദേശം.",Fluency_Spelling,High,Default,Default,Default,Default,Default,Default,Default,Default,21,18,21,IndicTrans_Samanantar,
0.1050760527,Sort of like rolling a heavy cart up a hill. Splitting the nucleus up again then releases some of that energy.,ഒരു ഭാരമുള്ള ഉന്ത് വണ്ടി കുന്നിൻ മുകളിലേക്ക് ഉരുട്ടുന്നത് പോലെയാണ്. ന്യൂക്ലിയസ് വീണ്ടും വിഭജിക്കുന്നത് അതിൽ കുറച്ച് ഊർജ്ജം പുറത്തേക്ക് വിടുന്നു.,ഒരു കുന്നിന് മുകളിലേക്ക് ഭാരമുള്ള ഒരു വണ്ടി ഉരുട്ടുന്നതു പോലെ.,Accuracy_Omission,High,Default,Default,Default,Default,Default,Default,Default,Default,21,10,21,mT5,
0.1050984096,Check that the bus you are thinking of taking goes into Hebron and not just to the nearby Jewish settlement of Kiryat Arba.,"നിങ്ങൾ പോകാൻ ആഗ്രഹിക്കുന്ന ബസ് സമീപത്തുള്ള കിര്യത് അർബയിലെ ജൂത സെറ്റിൽമെന്റിലേക്ക് മാത്രമുള്ളതല്ല, ഹെബ്രോണിലേക്ക് കൂടിയുള്ളതാണോയെന്ന് നോക്കുക.",നിങ്ങള്‍ ഹെബ്രോണിലേക്ക് പോകാന്‍ ചിന്തിക്കുന്ന ബസ് നോക്ക്... ...കിരിയത് അര്‍ബയുടെ സമീപത്തുള്ള ജൂതസമൂഹത്തില്‍ മാത്രമല്ല.,Accuracy_Mistranslation,High,Default,Default,Default,Default,Default,Default,Default,Default,21,10,21,cvit_iiith,
